new_name,source,series_folder,original_file,page_idx
newdata_smartfarmkorea__063_opening_of_sunong_special_lecture_channe__p03.jpg,newdata_smartfarmkorea,Opening of Sunong Special Lecture Channel,03.jpg,3
newdata_smartfarmkorea__063_opening_of_sunong_special_lecture_channe__p04.jpg,newdata_smartfarmkorea,Opening of Sunong Special Lecture Channel,04.jpg,4
newdata_smartfarmkorea__063_opening_of_sunong_special_lecture_channe__p05.jpg,newdata_smartfarmkorea,Opening of Sunong Special Lecture Channel,05.jpg,5
newdata_smartfarmkorea__063_opening_of_sunong_special_lecture_channe__p06.jpg,newdata_smartfarmkorea,Opening of Sunong Special Lecture Channel,06.jpg,6
newdata_smartfarmkorea__063_opening_of_sunong_special_lecture_channe__p07.jpg,newdata_smartfarmkorea,Opening of Sunong Special Lecture Channel,07.jpg,7
newdata_smartfarmkorea__063_opening_of_sunong_special_lecture_channe__p08.jpg,newdata_smartfarmkorea,Opening of Sunong Special Lecture Channel,08.jpg,8
newdata_smartfarmkorea__064_smart_farm_promotion_big_mama_card_news___p01.jpg,newdata_smartfarmkorea,Smart Farm Promotion Big Mama Card News 0209,[베티카]스마트팜_프로모션_빅마마 카드뉴스_1.PNG,1
newdata_smartfarmkorea__064_smart_farm_promotion_big_mama_card_news___p02.jpg,newdata_smartfarmkorea,Smart Farm Promotion Big Mama Card News 0209,[베티카]스마트팜_프로모션_빅마마 카드뉴스_2.png,2
newdata_smartfarmkorea__064_smart_farm_promotion_big_mama_card_news___p03.jpg,newdata_smartfarmkorea,Smart Farm Promotion Big Mama Card News 0209,[베티카]스마트팜_프로모션_빅마마 카드뉴스_3.png,3
newdata_smartfarmkorea__064_smart_farm_promotion_big_mama_card_news___p04.jpg,newdata_smartfarmkorea,Smart Farm Promotion Big Mama Card News 0209,[베티카]스마트팜_프로모션_빅마마 카드뉴스_4.png,4
newdata_smartfarmkorea__064_smart_farm_promotion_big_mama_card_news___p05.jpg,newdata_smartfarmkorea,Smart Farm Promotion Big Mama Card News 0209,[베티카]스마트팜_프로모션_빅마마 카드뉴스_5.png,5
newdata_smartfarmkorea__064_smart_farm_promotion_big_mama_card_news___p06.jpg,newdata_smartfarmkorea,Smart Farm Promotion Big Mama Card News 0209,[베티카]스마트팜_프로모션_빅마마 카드뉴스_6.png,6
newdata_smartfarmkorea__064_smart_farm_promotion_big_mama_card_news___p07.jpg,newdata_smartfarmkorea,Smart Farm Promotion Big Mama Card News 0209,[베티카]스마트팜_프로모션_빅마마 카드뉴스_7.png,7
newdata_smartfarmkorea__064_smart_farm_promotion_big_mama_card_news___p08.jpg,newdata_smartfarmkorea,Smart Farm Promotion Big Mama Card News 0209,[베티카]스마트팜_프로모션_빅마마 카드뉴스_8.PNG,8
newdata_smartfarmkorea__064_smart_farm_promotion_big_mama_card_news___p09.jpg,newdata_smartfarmkorea,Smart Farm Promotion Big Mama Card News 0209,[베티카]스마트팜_프로모션_빅마마 카드뉴스_9.PNG,9
newdata_smartfarmkorea__065_agricultural_policy_institute_workman_ca__p01.jpg,newdata_smartfarmkorea,[Agricultural Policy Institute] Workman Card News Final_0125,1.png,1
newdata_smartfarmkorea__065_agricultural_policy_institute_workman_ca__p02.jpg,newdata_smartfarmkorea,[Agricultural Policy Institute] Workman Card News Final_0125,2.png,2
newdata_smartfarmkorea__065_agricultural_policy_institute_workman_ca__p03.jpg,newdata_smartfarmkorea,[Agricultural Policy Institute] Workman Card News Final_0125,3.png,3
newdata_smartfarmkorea__065_agricultural_policy_institute_workman_ca__p04.jpg,newdata_smartfarmkorea,[Agricultural Policy Institute] Workman Card News Final_0125,4.png,4
newdata_smartfarmkorea__065_agricultural_policy_institute_workman_ca__p05.jpg,newdata_smartfarmkorea,[Agricultural Policy Institute] Workman Card News Final_0125,5.png,5
newdata_smartfarmkorea__065_agricultural_policy_institute_workman_ca__p06.jpg,newdata_smartfarmkorea,[Agricultural Policy Institute] Workman Card News Final_0125,6.png,6
newdata_smartfarmkorea__065_agricultural_policy_institute_workman_ca__p07.jpg,newdata_smartfarmkorea,[Agricultural Policy Institute] Workman Card News Final_0125,7.png,7
